real_region	n_bins	rand_start	rand_end	p_spatial	p_directional	p_combined
Trbv1	42	41575400	41584200	4.06238e-16	8.21735e-17	2.45282e-30
Trbv1	42	41016600	41036200	1	1	1
Trbv1	42	41639800	41665400	1	1	1
Trbv1	42	40918000	40938600	1	1	1
Trbv1	42	41567600	41576400	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41001200	41017600	1	1	1
Trbv1	42	41602800	41612600	0.872125	0.0643426	0.217745
Trbv1	42	41587200	41595800	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	40850800	40869000	1	1	1
Trbv1	42	41575200	41584000	4.06238e-16	8.21735e-17	2.45282e-30
Trbv1	42	41562400	41571400	1.89561e-12	1.98488e-14	2.24031e-24
Trbv1	42	40955000	41004200	1	1	1
Trbv1	42	40854200	40872800	1	1	1
Trbv1	42	41631400	41661600	1	1	1
Trbv1	42	41589200	41598000	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41012200	41029200	1	1	1
Trbv1	42	40831800	40852000	1	1	1
Trbv1	42	40944000	40963600	1	1	1
Trbv1	42	41601200	41610800	0.0671964	6.75687e-05	6.03983e-05
Trbv1	42	41629600	41656200	1	1	1
Trbv1	42	41594400	41603000	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41006000	41024200	1	1	1
Trbv1	42	40921400	40940000	1	1	1
Trbv1	42	41609400	41622000	0.972363	0.253658	0.591904
Trbv1	42	40951200	41001000	1	1	1
Trbv1	42	41564800	41573600	4.56974e-18	5.28726e-18	1.95002e-33
Trbv1	42	41564600	41573400	4.39962e-17	2.0844e-17	7.06793e-32
Trbv1	42	41568400	41577200	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	41591200	41600000	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	40929400	40951400	1	1	1
Trbv1	42	41015800	41035600	1	1	1
Trbv1	42	40797200	40815800	1	1	1
Trbv1	42	40825600	40845400	1	1	1
Trbv1	42	41574000	41582600	3.59313e-15	3.23953e-16	8.13941e-29
Trbv1	42	40817000	40839600	1	1	1
Trbv1	42	41648600	41672000	0.972363	0.746342	0.958378
Trbv1	42	41662200	41681000	0.972363	0.746342	0.958378
Trbv1	42	41573400	41582000	3.59313e-15	3.23953e-16	8.13941e-29
Trbv1	42	40823400	40841600	1	1	1
Trbv1	42	40846400	40864800	1	1	1
Trbv1	42	41574200	41582800	3.59313e-15	3.23953e-16	8.13941e-29
Trbv1	42	41599200	41608600	1.58864e-05	4.56552e-09	2.26689e-12
Trbv1	42	40917400	40937000	1	1	1
Trbv1	42	41664800	41685800	0.972363	0.746342	0.958378
Trbv1	42	40956200	41005600	1	1	1
Trbv1	42	40812200	40832000	1	1	1
Trbv1	42	40951400	41001200	1	1	1
Trbv1	42	41592400	41601000	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41608200	41621000	0.972363	0.253658	0.591904
Trbv1	42	40941400	40961000	1	1	1
Trbv1	42	40955400	41005400	1	1	1
Trbv1	42	41621200	41647600	1	1	1
Trbv1	42	41622800	41648800	1	1	1
Trbv1	42	41595600	41604600	4.06238e-16	8.21735e-17	2.45282e-30
Trbv1	42	41630600	41657600	1	1	1
Trbv1	42	41593200	41601800	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40917800	40938400	1	1	1
Trbv1	42	41017000	41036800	1	1	1
Trbv1	42	40964200	41014200	1	1	1
Trbv1	42	41574600	41583200	3.59313e-15	3.23953e-16	8.13941e-29
Trbv1	42	40808600	40829200	1	1	1
Trbv1	42	40930000	40951600	1	1	1
Trbv1	42	40829600	40850400	1	1	1
Trbv1	42	40998800	41016400	1	1	1
Trbv1	42	41005600	41022600	1	1	1
Trbv1	42	40934200	40955200	1	1	1
Trbv1	42	40963400	41013400	1	1	1
Trbv1	42	40958800	41009400	1	1	1
Trbv1	42	41602200	41612000	0.475534	0.00413997	0.0142344
Trbv1	42	41657200	41677600	0.972363	0.746342	0.958378
Trbv1	42	40940000	40960600	1	1	1
Trbv1	42	41620400	41645400	1	1	1
Trbv1	42	40852000	40870400	1	1	1
Trbv1	42	41616200	41639400	1	1	1
Trbv1	42	41571800	41580600	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40811000	40830400	1	1	1
Trbv1	42	41562000	41571000	9.72317e-11	3.08486e-13	1.58555e-21
Trbv1	42	40800200	40817200	1	1	1
Trbv1	42	41590400	41599200	3.05928e-23	5.55236e-21	1.68981e-41
Trbv1	42	40905000	40929600	1	1	1
Trbv1	42	41608600	41621400	0.972363	0.253658	0.591904
Trbv1	42	41598600	41608000	1.3393e-07	7.45141e-11	4.00645e-16
Trbv1	42	41639600	41665000	1	1	1
Trbv1	42	40826200	40846600	1	1	1
Trbv1	42	40931000	40953800	1	1	1
Trbv1	42	41563600	41572200	3.59313e-15	3.23953e-16	8.13941e-29
Trbv1	42	41624000	41649600	1	1	1
Trbv1	42	41615600	41634600	1	1	1
Trbv1	42	41661400	41680200	0.972363	0.746342	0.958378
Trbv1	42	41607400	41618400	0.972363	0.253658	0.591904
Trbv1	42	41000000	41016800	1	1	1
Trbv1	42	40954600	41003800	1	1	1
Trbv1	42	40833400	40852600	1	1	1
Trbv1	42	41630800	41658400	1	1	1
Trbv1	42	41588800	41597600	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	41569800	41578600	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41588400	41597200	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	41589400	41598200	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40812000	40831800	1	1	1
Trbv1	42	41586600	41595200	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40794400	40814800	1	1	1
Trbv1	42	41607800	41619200	0.972363	0.253658	0.591904
Trbv1	42	41612400	41630200	1	1	1
Trbv1	42	40818400	40840200	1	1	1
Trbv1	42	40914000	40934200	1	1	1
Trbv1	42	41564200	41573000	4.39962e-17	2.0844e-17	7.06793e-32
Trbv1	42	40942400	40962200	1	1	1
Trbv1	42	40995200	41016000	1	1	1
Trbv1	42	41581800	41590400	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41013400	41033000	1	1	1
Trbv1	42	41666600	41688000	0.972363	0.746342	0.958378
Trbv1	42	41631800	41662400	1	1	1
Trbv1	42	40934000	40954800	1	1	1
Trbv1	42	41606800	41617000	0.972363	0.253658	0.591904
Trbv1	42	40804400	40823800	1	1	1
Trbv1	42	40963000	41012800	1	1	1
Trbv1	42	40922400	40941600	1	1	1
Trbv1	42	40807600	40828000	1	1	1
Trbv1	42	40908000	40933200	1	1	1
Trbv1	42	41603200	41614200	0.972363	0.253658	0.591904
Trbv1	42	41015600	41035200	1	1	1
Trbv1	42	41577600	41586400	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40814000	40835600	1	1	1
Trbv1	42	40922200	40941400	1	1	1
Trbv1	42	40914800	40934600	1	1	1
Trbv1	42	41633800	41663200	1	1	1
Trbv1	42	40922800	40942600	1	1	1
Trbv1	42	41617400	41642600	1	1	1
Trbv1	42	41621400	41648000	1	1	1
Trbv1	42	41602000	41611600	0.283256	0.00105014	0.00271289
Trbv1	42	40813800	40835000	1	1	1
Trbv1	42	40938200	40958200	1	1	1
Trbv1	42	41568000	41576800	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40796000	40815400	1	1	1
Trbv1	42	41627600	41652600	1	1	1
Trbv1	42	40955200	41004800	1	1	1
Trbv1	42	41000800	41017200	1	1	1
Trbv1	42	41606200	41616400	0.972363	0.253658	0.591904
Trbv1	42	41570600	41579200	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40807400	40827400	1	1	1
Trbv1	42	41606400	41616600	0.972363	0.253658	0.591904
Trbv1	42	41579000	41587800	4.56974e-18	5.28726e-18	1.95002e-33
Trbv1	42	41623000	41649000	1	1	1
Trbv1	42	41578800	41587600	4.56974e-18	5.28726e-18	1.95002e-33
Trbv1	42	41664000	41683600	0.972363	0.746342	0.958378
Trbv1	42	41621000	41647400	1	1	1
Trbv1	42	41584800	41593400	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	40853600	40872200	1	1	1
Trbv1	42	40936400	40957000	1	1	1
Trbv1	42	41010400	41027400	1	1	1
Trbv1	42	41601600	41611200	0.147079	0.000266377	0.000436738
Trbv1	42	41598400	41607800	2.39712e-08	1.89011e-11	1.95905e-17
Trbv1	42	41600600	41610200	0.00326508	1.10279e-06	7.36061e-08
Trbv1	42	40947800	40964800	1	1	1
Trbv1	42	40943600	40963200	1	1	1
Trbv1	42	40810600	40830000	1	1	1
Trbv1	42	40841400	40862600	1	1	1
Trbv1	42	41012400	41029400	1	1	1
Trbv1	42	40840400	40860000	1	1	1
Trbv1	42	41562600	41571600	2.45799e-13	5.03482e-15	7.79122e-26
Trbv1	42	41649400	41673600	0.972363	0.746342	0.958378
Trbv1	42	41582000	41590600	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	41572200	41581000	4.56974e-18	5.28726e-18	1.95002e-33
Trbv1	42	41587800	41596400	3.05928e-23	5.55236e-21	1.68981e-41
Trbv1	42	41614000	41631000	1	1	1
Trbv1	42	40837800	40856200	1	1	1
Trbv1	42	40796200	40815600	1	1	1
Trbv1	42	41602400	41612200	0.69142	0.016321	0.0618888
Trbv1	42	41565200	41574000	4.55711e-19	1.34116e-18	5.15747e-35
Trbv1	42	40839400	40858000	1	1	1
Trbv1	42	41566600	41575400	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	41569000	41577800	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	41645600	41669800	1	1	1
Trbv1	42	40924800	40945600	1	1	1
Trbv1	42	41629400	41654000	1	1	1
Trbv1	42	41575000	41583600	4.06238e-16	8.21735e-17	2.45282e-30
Trbv1	42	40848600	40866400	1	1	1
Trbv1	42	41598800	41608200	7.03217e-07	2.93758e-10	7.66722e-15
Trbv1	42	41573600	41582200	3.59313e-15	3.23953e-16	8.13941e-29
Trbv1	42	41571200	41580000	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	40857400	40877400	1	1	1
Trbv1	42	40823600	40842200	1	1	1
Trbv1	42	41576200	41585000	4.56974e-18	5.28726e-18	1.95002e-33
Trbv1	42	41599800	41609400	0.000977873	2.79732e-07	6.29684e-09
Trbv1	42	40926800	40949200	1	1	1
Trbv1	42	41620800	41645800	1	1	1
Trbv1	42	40958000	41007800	1	1	1
Trbv1	42	41665200	41686000	0.972363	0.746342	0.958378
Trbv1	42	41605200	41615600	0.972363	0.253658	0.591904
Trbv1	42	41611800	41629600	1	1	1
Trbv1	42	40838400	40857200	1	1	1
Trbv1	42	40957200	41006000	1	1	1
Trbv1	42	40960000	41010600	1	1	1
Trbv1	42	40921200	40939800	1	1	1
Trbv1	42	40798200	40816000	1	1	1
Trbv1	42	41600200	41609800	0.000977873	2.79732e-07	6.29684e-09
Trbv1	42	40929000	40951000	1	1	1
Trbv1	42	41569600	41578400	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	40906000	40930800	1	1	1
Trbv1	42	41600800	41610400	0.0099259	4.34754e-06	7.74968e-07
Trbv1	42	41591400	41600200	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	40948800	40966600	1	1	1
Trbv1	42	41621800	41648600	1	1	1
Trbv1	42	40937000	40957800	1	1	1
Trbv1	42	41607600	41618800	0.972363	0.253658	0.591904
Trbv1	42	40964000	41013800	1	1	1
Trbv1	42	41614200	41631200	1	1	1
Trbv1	42	41652000	41674800	0.972363	0.746342	0.958378
Trbv1	42	40793000	40814600	1	1	1
Trbv1	42	41570200	41579000	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41615000	41633000	1	1	1
Trbv1	42	41572000	41580800	4.55711e-19	1.34116e-18	5.15747e-35
Trbv1	42	41583200	41592000	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	40818600	40840600	1	1	1
Trbv1	42	40802600	40822000	1	1	1
Trbv1	42	41629800	41657200	1	1	1
Trbv1	42	40802400	40821400	1	1	1
Trbv1	42	41599600	41609200	0.000268347	7.09565e-08	4.89056e-10
Trbv1	42	41665600	41686400	0.972363	0.746342	0.958378
Trbv1	42	40832200	40852200	1	1	1
Trbv1	42	41583800	41592400	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	41566400	41575200	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40831600	40851400	1	1	1
Trbv1	42	41667200	41689400	0.972363	0.746342	0.958378
Trbv1	42	40813200	40833600	1	1	1
Trbv1	42	40926600	40949000	1	1	1
Trbv1	42	41590800	41599600	3.05928e-23	5.55236e-21	1.68981e-41
Trbv1	42	41577200	41586000	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40815800	40838400	1	1	1
Trbv1	42	40933000	40954400	1	1	1
Trbv1	42	41014200	41033800	1	1	1
Trbv1	42	40804600	40824200	1	1	1
Trbv1	42	41596400	41605600	1.89561e-12	1.98488e-14	2.24031e-24
Trbv1	42	41595800	41604800	3.59313e-15	3.23953e-16	8.13941e-29
Trbv1	42	40824400	40844000	1	1	1
Trbv1	42	41623600	41649400	1	1	1
Trbv1	42	41571600	41580400	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40844400	40864200	1	1	1
Trbv1	42	40906200	40931200	1	1	1
Trbv1	42	41570000	41578800	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41566800	41575600	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	40828200	40848800	1	1	1
Trbv1	42	40915800	40936000	1	1	1
Trbv1	42	40945000	40964200	1	1	1
Trbv1	42	40840000	40859400	1	1	1
Trbv1	42	41010600	41027600	1	1	1
Trbv1	42	40806000	40825400	1	1	1
Trbv1	42	41647200	41670000	1	1	1
Trbv1	42	40840800	40861200	1	1	1
Trbv1	42	40856000	40875000	1	1	1
Trbv1	42	40792800	40814200	1	1	1
Trbv1	42	40829800	40850800	1	1	1
Trbv1	42	41585800	41594400	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40960600	41012000	1	1	1
Trbv1	42	41002800	41018800	1	1	1
Trbv1	42	41581000	41589600	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40935200	40955600	1	1	1
Trbv1	42	40949000	40995400	1	1	1
Trbv1	42	41597800	41607200	6.44327e-10	1.21615e-12	3.8865e-20
Trbv1	42	40905200	40930200	1	1	1
Trbv1	42	40924200	40945200	1	1	1
Trbv1	42	41567800	41576600	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41600400	41610000	0.000977873	2.79732e-07	6.29684e-09
Trbv1	42	41013600	41033400	1	1	1
Trbv1	42	40918200	40938800	1	1	1
Trbv1	42	40842000	40862800	1	1	1
Trbv1	42	41579400	41588000	4.56974e-18	5.28726e-18	1.95002e-33
Trbv1	42	41562200	41571200	1.39234e-11	7.82502e-14	6.12046e-23
Trbv1	42	41664600	41684400	0.972363	0.746342	0.958378
Trbv1	42	40800800	40818200	1	1	1
Trbv1	42	40954200	41003400	1	1	1
Trbv1	42	41566200	41575000	4.55711e-19	1.34116e-18	5.15747e-35
Trbv1	42	41657000	41677400	0.972363	0.746342	0.958378
Trbv1	42	41619000	41645000	1	1	1
Trbv1	42	41016200	41035800	1	1	1
Trbv1	42	41567400	41576200	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41658200	41679200	0.972363	0.746342	0.958378
Trbv1	42	40931600	40954000	1	1	1
Trbv1	42	41568800	41577600	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41565800	41574600	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40829200	40849800	1	1	1
Trbv1	42	40939600	40960200	1	1	1
Trbv1	42	41000200	41017000	1	1	1
Trbv1	42	41595000	41603600	4.55711e-19	1.34116e-18	5.15747e-35
Trbv1	42	40845200	40864600	1	1	1
Trbv1	42	41584600	41593200	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	41569400	41578200	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41572800	41581400	4.56974e-18	5.28726e-18	1.95002e-33
Trbv1	42	41571000	41579800	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	40965000	41014600	1	1	1
Trbv1	42	40798800	40816400	1	1	1
Trbv1	42	41009200	41026400	1	1	1
Trbv1	42	40932000	40954200	1	1	1
Trbv1	42	41648000	41671000	0.972363	0.746342	0.958378
Trbv1	42	41649800	41673800	0.972363	0.746342	0.958378
Trbv1	42	41593400	41602000	4.55711e-19	1.34116e-18	5.15747e-35
Trbv1	42	41578600	41587400	4.55711e-19	1.34116e-18	5.15747e-35
Trbv1	42	40859800	40878600	1	1	1
Trbv1	42	41631000	41660800	1	1	1
Trbv1	42	41650000	41674000	0.972363	0.746342	0.958378
Trbv1	42	41575800	41584600	4.39962e-17	2.0844e-17	7.06793e-32
Trbv1	42	41644200	41667000	1	1	1
Trbv1	42	40859200	40878200	1	1	1
Trbv1	42	40841000	40861800	1	1	1
Trbv1	42	41616000	41638800	1	1	1
Trbv1	42	40837600	40856000	1	1	1
Trbv1	42	41605400	41615800	0.972363	0.253658	0.591904
Trbv1	42	41578000	41586800	4.55711e-19	1.34116e-18	5.15747e-35
Trbv1	42	41595200	41604000	4.56974e-18	5.28726e-18	1.95002e-33
Trbv1	42	41615200	41633800	1	1	1
Trbv1	42	40816200	40838600	1	1	1
Trbv1	42	41590200	41599000	3.05928e-23	5.55236e-21	1.68981e-41
Trbv1	42	41573000	41581600	4.39962e-17	2.0844e-17	7.06793e-32
Trbv1	42	41573200	41581800	4.06238e-16	8.21735e-17	2.45282e-30
Trbv1	42	41578400	41587200	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	41005400	41022400	1	1	1
Trbv1	42	41666800	41688600	0.972363	0.746342	0.958378
Trbv1	42	41004600	41021200	1	1	1
Trbv1	42	41666200	41686600	0.972363	0.746342	0.958378
Trbv1	42	40848200	40866000	1	1	1
Trbv1	42	40854000	40872600	1	1	1
Trbv1	42	41016800	41036600	1	1	1
Trbv1	42	41584400	41593000	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	41587000	41595600	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41649200	41673400	0.972363	0.746342	0.958378
Trbv1	42	41573800	41582400	3.59313e-15	3.23953e-16	8.13941e-29
Trbv1	42	40945400	40964400	1	1	1
Trbv1	42	40791000	40812400	1	1	1
Trbv1	42	40848400	40866200	1	1	1
Trbv1	42	41614600	41631800	1	1	1
Trbv1	42	41003400	41020200	1	1	1
Trbv1	42	41616800	41642200	1	1	1
Trbv1	42	41607000	41617600	0.972363	0.253658	0.591904
Trbv1	42	40839000	40857600	1	1	1
Trbv1	42	40852400	40870800	1	1	1
Trbv1	42	40836200	40855000	1	1	1
Trbv1	42	40838800	40857400	1	1	1
Trbv1	42	41591000	41599800	3.05928e-23	5.55236e-21	1.68981e-41
Trbv1	42	41642600	41666800	1	1	1
Trbv1	42	41577000	41585800	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40953800	41003000	1	1	1
Trbv1	42	40790600	40812200	1	1	1
Trbv1	42	41568200	41577000	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	41598000	41607400	4.04326e-09	4.79443e-12	8.99273e-19
Trbv1	42	41604600	41615200	0.972363	0.253658	0.591904
Trbv1	42	41577400	41586200	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	40928400	40949800	1	1	1
Trbv1	42	40810400	40829800	1	1	1
Trbv1	42	40799400	40816800	1	1	1
Trbv1	42	40818000	40839800	1	1	1
Trbv1	42	41590600	41599400	3.05928e-23	5.55236e-21	1.68981e-41
Trbv1	42	41664200	41683800	0.972363	0.746342	0.958378
Trbv1	42	41576600	41585400	4.55711e-19	1.34116e-18	5.15747e-35
Trbv1	42	40816400	40839000	1	1	1
Trbv1	42	40808400	40828400	1	1	1
Trbv1	42	40915400	40935400	1	1	1
Trbv1	42	41588000	41596600	3.05928e-23	5.55236e-21	1.68981e-41
Trbv1	42	40916600	40936800	1	1	1
Trbv1	42	40906600	40932200	1	1	1
Trbv1	42	40792600	40814000	1	1	1
Trbv1	42	41601800	41611400	0.283256	0.00105014	0.00271289
Trbv1	42	40806600	40826400	1	1	1
Trbv1	42	41662400	41682600	0.972363	0.746342	0.958378
Trbv1	42	40917600	40937200	1	1	1
Trbv1	42	41584200	41592800	3.57554e-22	2.18891e-20	7.48617e-40
Trbv1	42	41001000	41017400	1	1	1
Trbv1	42	41642400	41666400	1	1	1
Trbv1	42	41006600	41024400	1	1	1
Trbv1	42	41570800	41579600	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	41581600	41590200	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	41567200	41576000	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	41648800	41672400	0.972363	0.746342	0.958378
Trbv1	42	40939200	40959200	1	1	1
Trbv1	42	41610200	41624200	1	1	1
Trbv1	42	41609000	41621600	0.972363	0.253658	0.591904
Trbv1	42	40950800	41000400	1	1	1
Trbv1	42	40938600	40959000	1	1	1
Trbv1	42	40966400	41015800	1	1	1
Trbv1	42	41575600	41584400	4.06238e-16	8.21735e-17	2.45282e-30
Trbv1	42	41597200	41606600	1.39234e-11	7.82502e-14	6.12046e-23
Trbv1	42	41614400	41631600	1	1	1
Trbv1	42	41593800	41602400	4.36773e-20	3.40196e-19	1.3091e-36
Trbv1	42	41576400	41585200	4.55711e-19	1.34116e-18	5.15747e-35
Trbv1	42	40792400	40813800	1	1	1
Trbv1	42	41018600	41038400	1	1	1
Trbv1	42	40813000	40832400	1	1	1
Trbv1	42	41645200	41669400	1	1	1
Trbv1	42	41653800	41675800	0.972363	0.746342	0.958378
Trbv1	42	41607200	41618200	0.972363	0.253658	0.591904
Trbv1	42	40835800	40854400	1	1	1
Trbv1	42	41616600	41640000	1	1	1
Trbv1	42	41003600	41020400	1	1	1
Trbv1	42	40843800	40863200	1	1	1
Trbv1	42	40834000	40852800	1	1	1
Trbv1	42	41585600	41594200	4.02726e-21	8.62936e-20	3.1923e-38
Trbv1	42	40925600	40948200	1	1	1
Trbv1	42	41582600	41591200	3.57554e-22	2.18891e-20	7.48617e-40
